tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat,gps_epoch,imu_sensor_us
2850,I,-0.0454,0.1396,0.9936,-0.58,-1.59,-5.23,,,,,,,,3850000
2860,I,-0.0450,0.1367,0.9942,-0.63,-1.64,-5.07,,,,,,,,3860000
2870,I,-0.0447,0.1338,0.9949,-0.67,-1.68,-4.92,,,,,,,,3870000
2880,G,,,,,,,12.9714526,77.5949206,,43.3,9,,1710000002880,
2880,I,-0.0444,0.1309,0.9956,-0.72,-1.73,-4.77,,,,,,,,3880000
2890,I,-0.0441,0.1279,0.9962,-0.77,-1.78,-4.62,,,,,,,,3890000
2900,I,-0.0439,0.1250,0.9969,-0.81,-1.83,-4.47,,,,,,,,3900000
2910,I,-0.0437,0.1220,0.9975,-0.86,-1.88,-4.34,,,,,,,,3910000
2920,I,-0.0436,0.1190,0.9981,-0.90,-1.93,-4.20,,,,,,,,3920000
2930,I,-0.0435,0.1160,0.9988,-0.95,-1.97,-4.07,,,,,,,,3930000
2940,I,-0.0434,0.1130,0.9994,-0.99,-2.02,-3.94,,,,,,,,3940000
2950,I,-0.0433,0.1100,1.0000,-1.04,-2.07,-3.81,,,,,,,,3950000
2960,I,-0.0433,0.1070,1.0006,-1.08,-2.12,-3.69,,,,,,,,3960000
2970,I,-0.0433,0.1039,1.0012,-1.12,-2.17,-3.57,,,,,,,,3970000
2980,I,-0.0433,0.1009,1.0018,-1.17,-2.21,-3.46,,,,,,,,3980000
2990,I,-0.0433,0.0979,1.0024,-1.21,-2.26,-3.35,,,,,,,,3990000
3000,G,,,,,,,12.9714691,77.5948674,,44.4,9,,1710000003000,
3000,I,-0.0434,0.0948,1.0030,-1.26,-2.31,-3.24,,,,,,,,4000000
3010,I,-0.0435,0.0918,1.0036,-1.30,-2.36,-3.14,,,,,,,,4010000
3020,I,-0.0436,0.0887,1.0041,-1.34,-2.40,-3.03,,,,,,,,4020000
3030,I,-0.0438,0.0856,1.0047,-1.39,-2.45,-2.93,,,,,,,,4030000
3040,I,-0.0439,0.0826,1.0053,-1.43,-2.50,-2.84,,,,,,,,4040000
3050,I,-0.0441,0.0795,1.0058,-1.47,-2.55,-2.75,,,,,,,,4050000
3060,I,-0.0443,0.0765,1.0063,-1.52,-2.59,-2.65,,,,,,,,4060000
3070,I,-0.0445,0.0734,1.0069,-1.56,-2.64,-2.57,,,,,,,,4070000
3080,I,-0.0447,0.0704,1.0074,-1.60,-2.69,-2.48,,,,,,,,4080000
3090,I,-0.0449,0.0673,1.0079,-1.64,-2.73,-2.40,,,,,,,,4090000
3100,I,-0.0451,0.0643,1.0084,-1.69,-2.78,-2.32,,,,,,,,4100000
3110,I,-0.0454,0.0613,1.0089,-1.73,-2.83,-2.24,,,,,,,,4110000
3120,G,,,,,,,12.9714915,77.5948112,,45.3,9,,1710000003120,
3120,I,-0.0456,0.0582,1.0094,-1.77,-2.87,-2.16,,,,,,,,4120000
3130,I,-0.0458,0.0552,1.0099,-1.81,-2.92,-2.08,,,,,,,,4130000
3140,I,-0.0461,0.0522,1.0103,-1.85,-2.97,-2.01,,,,,,,,4140000
3150,I,-0.0463,0.0492,1.0108,-1.89,-3.01,-1.94,,,,,,,,4150000
3160,I,-0.0465,0.0463,1.0112,-1.93,-3.06,-1.87,,,,,,,,4160000
3170,I,-0.0467,0.0433,1.0117,-1.97,-3.10,-1.80,,,,,,,,4170000
3180,I,-0.0469,0.0404,1.0121,-2.01,-3.15,-1.74,,,,,,,,4180000
3190,I,-0.0471,0.0374,1.0125,-2.05,-3.20,-1.67,,,,,,,,4190000
3200,I,-0.0473,0.0345,1.0129,-2.09,-3.24,-1.61,,,,,,,,4200000
3210,I,-0.0474,0.0316,1.0133,-2.13,-3.29,-1.55,,,,,,,,4210000
3220,I,-0.0475,0.0287,1.0137,-2.17,-3.33,-1.49,,,,,,,,4220000
3230,I,-0.0477,0.0258,1.0141,-2.21,-3.38,-1.43,,,,,,,,4230000
3240,G,,,,,,,12.9715188,77.5947526,,45.9,9,,1710000003240,
3240,I,-0.0477,0.0230,1.0145,-2.25,-3.42,-1.37,,,,,,,,4240000
3250,I,-0.0478,0.0202,1.0148,-2.28,-3.47,-1.32,,,,,,,,4250000
3260,I,-0.0478,0.0174,1.0152,-2.32,-3.51,-1.26,,,,,,,,4260000
3270,I,-0.0478,0.0146,1.0155,-2.36,-3.56,-1.21,,,,,,,,4270000
3280,I,-0.0478,0.0118,1.0158,-2.40,-3.60,-1.15,,,,,,,,4280000
3290,I,-0.0477,0.0091,1.0161,-2.43,-3.64,-1.10,,,,,,,,4290000
3300,I,-0.0476,0.0064,1.0164,-2.47,-3.69,-1.05,,,,,,,,4300000
3310,I,-0.0474,0.0037,1.0167,-2.51,-3.73,-1.00,,,,,,,,4310000
3320,I,-0.0473,0.0010,1.0170,-2.54,-3.78,-0.95,,,,,,,,4320000
3330,I,-0.0470,-0.0016,1.0173,-2.58,-3.82,-0.90,,,,,,,,4330000
3340,I,-0.0467,-0.0042,1.0175,-2.61,-3.86,-0.86,,,,,,,,4340000
3350,I,-0.0464,-0.0068,1.0177,-2.65,-3.91,-0.81,,,,,,,,4350000
3360,G,,,,,,,12.9715497,77.5946923,,46.2,9,,1710000003360,
3360,I,-0.0461,-0.0094,1.0180,-2.68,-3.95,-0.76,,,,,,,,4360000
3370,I,-0.0456,-0.0119,1.0182,-2.72,-3.99,-0.72,,,,,,,,4370000
3380,I,-0.0452,-0.0144,1.0184,-2.75,-4.04,-0.67,,,,,,,,4380000
3390,I,-0.0446,-0.0169,1.0186,-2.78,-4.08,-0.63,,,,,,,,4390000
3400,I,-0.0441,-0.0193,1.0188,-2.82,-4.12,-0.58,,,,,,,,4400000
3410,I,-0.0434,-0.0217,1.0189,-2.85,-4.16,-0.54,,,,,,,,4410000
3420,I,-0.0428,-0.0241,1.0191,-2.88,-4.21,-0.50,,,,,,,,4420000
3430,I,-0.0420,-0.0264,1.0192,-2.91,-4.25,-0.45,,,,,,,,4430000
3440,I,-0.0412,-0.0287,1.0194,-2.94,-4.29,-0.41,,,,,,,,4440000
3450,I,-0.0404,-0.0310,1.0195,-2.97,-4.33,-0.37,,,,,,,,4450000
3460,I,-0.0395,-0.0333,1.0196,-3.01,-4.37,-0.33,,,,,,,,4460000
3470,I,-0.0385,-0.0355,1.0197,-3.04,-4.42,-0.29,,,,,,,,4470000
3480,G,,,,,,,12.9715830,77.5946309,,46.2,9,,1710000003480,
3480,I,-0.0374,-0.0377,1.0198,-3.07,-4.46,-0.24,,,,,,,,4480000
3490,I,-0.0364,-0.0398,1.0198,-3.10,-4.50,-0.20,,,,,,,,4490000
3500,I,-0.0352,-0.0419,1.0199,-3.12,-4.54,-0.16,,,,,,,,4500000
3510,I,-0.0340,-0.0440,1.0199,-3.15,-4.58,-0.12,,,,,,,,4510000
3520,I,-0.0327,-0.0460,1.0200,-3.18,-4.62,-0.08,,,,,,,,4520000
3530,I,-0.0314,-0.0480,1.0200,-3.21,-4.66,-0.04,,,,,,,,4530000
3540,I,-0.0300,-0.0500,1.0200,-3.24,-4.70,0.00,,,,,,,,4540000
3550,I,-0.0286,-0.0519,1.0200,-3.26,-4.74,0.04,,,,,,,,4550000
3560,I,-0.0270,-0.0538,1.0200,-3.29,-4.78,0.08,,,,,,,,4560000
3570,I,-0.0255,-0.0557,1.0199,-3.32,-4.82,0.12,,,,,,,,4570000
3580,I,-0.0239,-0.0575,1.0199,-3.34,-4.86,0.16,,,,,,,,4580000
3590,I,-0.0222,-0.0593,1.0198,-3.37,-4.90,0.20,,,,,,,,4590000
3600,G,,,,,,,12.9716170,77.5945691,,45.7,9,,1710000003600,
3600,I,-0.0204,-0.0611,1.0198,-3.39,-4.94,0.24,,,,,,,,4600000
3610,I,-0.0187,-0.0628,1.0197,-3.42,-4.98,0.29,,,,,,,,4610000
3620,I,-0.0168,-0.0645,1.0196,-3.44,-5.02,0.33,,,,,,,,4620000
3630,I,-0.0149,-0.0661,1.0195,-3.46,-5.06,0.37,,,,,,,,4630000
3640,I,-0.0130,-0.0677,1.0194,-3.49,-5.10,0.41,,,,,,,,4640000
3650,I,-0.0110,-0.0693,1.0192,-3.51,-5.13,0.45,,,,,,,,4650000
3660,I,-0.0089,-0.0709,1.0191,-3.53,-5.17,0.50,,,,,,,,4660000
3670,I,-0.0068,-0.0724,1.0189,-3.55,-5.21,0.54,,,,,,,,4670000
3680,I,-0.0047,-0.0738,1.0188,-3.57,-5.25,0.58,,,,,,,,4680000
3690,I,-0.0025,-0.0753,1.0186,-3.59,-5.28,0.63,,,,,,,,4690000
3700,I,-0.0003,-0.0767,1.0184,-3.61,-5.32,0.67,,,,,,,,4700000
3710,I,0.0019,-0.0780,1.0182,-3.63,-5.36,0.72,,,,,,,,4710000
3720,G,,,,,,,12.9716503,77.5945077,,45.0,9,,1710000003720,
3720,I,0.0042,-0.0794,1.0180,-3.65,-5.40,0.76,,,,,,,,4720000
3730,I,0.0065,-0.0807,1.0177,-3.67,-5.43,0.81,,,,,,,,4730000
3740,I,0.0089,-0.0819,1.0175,-3.69,-5.47,0.86,,,,,,,,4740000
3750,I,0.0112,-0.0832,1.0173,-3.71,-5.50,0.90,,,,,,,,4750000
3760,I,0.0136,-0.0843,1.0170,-3.72,-5.54,0.95,,,,,,,,4760000
3770,I,0.0161,-0.0855,1.0167,-3.74,-5.58,1.00,,,,,,,,4770000
3780,I,0.0185,-0.0866,1.0164,-3.76,-5.61,1.05,,,,,,,,4780000
3790,I,0.0210,-0.0877,1.0161,-3.77,-5.65,1.10,,,,,,,,4790000
3800,I,0.0235,-0.0888,1.0158,-3.79,-5.68,1.15,,,,,,,,4800000
3810,I,0.0260,-0.0898,1.0155,-3.80,-5.72,1.21,,,,,,,,4810000
3820,I,0.0285,-0.0908,1.0152,-3.82,-5.75,1.26,,,,,,,,4820000
3830,I,0.0310,-0.0918,1.0148,-3.83,-5.79,1.32,,,,,,,,4830000
3840,G,,,,,,,12.9716812,77.5944474,,43.8,9,,1710000003840,
3840,I,0.0335,-0.0928,1.0145,-3.84,-5.82,1.37,,,,,,,,4840000
3850,I,0.0360,-0.0937,1.0141,-3.85,-5.85,1.43,,,,,,,,4850000
3860,I,0.0385,-0.0946,1.0137,-3.87,-5.89,1.49,,,,,,,,4860000
3870,I,0.0410,-0.0954,1.0133,-3.88,-5.92,1.55,,,,,,,,4870000
3880,I,0.0435,-0.0963,1.0129,-3.89,-5.95,1.61,,,,,,,,4880000
3890,I,0.0460,-0.0971,1.0125,-3.90,-5.99,1.67,,,,,,,,4890000
3900,I,0.0485,-0.0978,1.0121,-3.91,-6.02,1.74,,,,,,,,4900000
3910,I,0.0510,-0.0986,1.0117,-3.92,-6.05,1.80,,,,,,,,4910000
3920,I,0.0534,-0.0993,1.0112,-3.93,-6.09,1.87,,,,,,,,4920000
3930,I,0.0558,-0.1000,1.0108,-3.94,-6.12,1.94,,,,,,,,4930000
3940,I,0.0582,-0.1007,1.0103,-3.94,-6.15,2.01,,,,,,,,4940000
3950,I,0.0606,-0.1013,1.0099,-3.95,-6.18,2.08,,,,,,,,4950000
3960,G,,,,,,,12.9717085,77.5943888,,42.4,9,,1710000003960,
3960,I,0.0629,-0.1020,1.0094,-3.96,-6.21,2.16,,,,,,,,4960000
3970,I,0.0652,-0.1026,1.0089,-3.97,-6.24,2.24,,,,,,,,4970000
3980,I,0.0675,-0.1032,1.0084,-3.97,-6.27,2.32,,,,,,,,4980000
3990,I,0.0697,-0.1037,1.0079,-3.98,-6.31,2.40,,,,,,,,4990000
4000,I,0.0719,-0.1043,1.0074,-3.98,-6.34,2.48,,,,,,,,5000000
4010,I,0.0740,-0.1048,1.0069,-3.99,-6.37,2.57,,,,,,,,5010000
4020,I,0.0761,-0.1053,1.0063,-3.99,-6.40,2.65,,,,,,,,5020000
4030,I,0.0782,-0.1058,1.0058,-3.99,-6.43,2.75,,,,,,,,5030000
4040,I,0.0801,-0.1063,1.0053,-3.99,-6.46,2.84,,,,,,,,5040000
4050,I,0.0821,-0.1068,1.0047,-4.00,-6.48,2.93,,,,,,,,5050000
4060,I,0.0839,-0.1072,1.0041,-4.00,-6.51,3.03,,,,,,,,5060000
4070,I,0.0858,-0.1077,1.0036,-4.00,-6.54,3.14,,,,,,,,5070000
4080,G,,,,,,,12.9717309,77.5943326,,40.8,9,,1710000004080,
4080,I,0.0875,-0.1081,1.0030,-4.00,-6.57,3.24,,,,,,,,5080000
4090,I,0.0892,-0.1085,1.0024,-4.00,-6.60,3.35,,,,,,,,5090000
4100,I,0.0908,-0.1089,1.0018,-4.00,-6.63,3.46,,,,,,,,5100000
4110,I,0.0924,-0.1093,1.0012,-4.00,-6.65,3.57,,,,,,,,5110000
4120,I,0.0939,-0.1096,1.0006,-4.00,-6.68,3.69,,,,,,,,5120000
4130,I,0.0953,-0.1100,1.0000,-3.99,-6.71,3.81,,,,,,,,5130000
4140,I,0.0966,-0.1104,0.9994,-3.99,-6.74,3.94,,,,,,,,5140000
4150,I,0.0979,-0.1107,0.9988,-3.99,-6.76,4.07,,,,,,,,5150000
4160,I,0.0991,-0.1110,0.9981,-3.98,-6.79,4.20,,,,,,,,5160000
4170,I,0.1002,-0.1114,0.9975,-3.98,-6.82,4.34,,,,,,,,5170000
4180,I,0.1012,-0.1117,0.9969,-3.98,-6.84,4.47,,,,,,,,5180000
4190,I,0.1022,-0.1120,0.9962,-3.97,-6.87,4.62,,,,,,,,5190000
4200,G,,,,,,,12.9717474,77.5942794,,38.9,9,,1710000004200,
4200,I,0.1030,-0.1124,0.9956,-3.96,-6.89,4.77,,,,,,,,5200000
4210,I,0.1038,-0.1127,0.9949,-3.96,-6.92,4.92,,,,,,,,5210000
4220,I,0.1045,-0.1130,0.9942,-3.95,-6.94,5.07,,,,,,,,5220000
4230,I,0.1052,-0.1133,0.9936,-3.94,-6.97,5.23,,,,,,,,5230000
4240,I,0.1057,-0.1136,0.9929,-3.94,-6.99,5.39,,,,,,,,5240000
4250,I,0.1062,-0.1139,0.9922,-3.93,-7.02,5.55,,,,,,,,5250000
4260,I,0.1066,-0.1142,0.9915,-3.92,-7.04,5.72,,,,,,,,5260000
4270,I,0.1068,-0.1146,0.9909,-3.91,-7.06,5.89,,,,,,,,5270000
4280,I,0.1071,-0.1149,0.9902,-3.90,-7.09,6.07,,,,,,,,5280000
4290,I,0.1072,-0.1152,0.9895,-3.89,-7.11,6.25,,,,,,,,5290000
4300,I,0.1072,-0.1155,0.9888,-3.88,-7.13,6.42,,,,,,,,5300000
4310,I,0.1072,-0.1159,0.9881,-3.87,-7.15,6.60,,,,,,,,5310000
4320,G,,,,,,,12.9717572,77.5942298,,36.9,9,,1710000004320,
4320,I,0.1071,-0.1162,0.9874,-3.85,-7.18,6.79,,,,,,,,5320000
4330,I,0.1069,-0.1165,0.9867,-3.84,-7.20,6.97,,,,,,,,5330000
4340,I,0.1066,-0.1169,0.9860,-3.83,-7.22,7.15,,,,,,,,5340000
4350,I,0.1063,-0.1172,0.9853,-3.81,-7.24,7.34,,,,,,,,5350000
4360,I,0.1058,-0.1176,0.9846,-3.80,-7.26,7.52,,,,,,,,5360000
4370,I,0.1053,-0.1180,0.9839,-3.79,-7.28,7.70,,,,,,,,5370000
4380,I,0.1047,-0.1184,0.9832,-3.77,-7.30,7.88,,,,,,,,5380000
4390,I,0.1041,-0.1187,0.9825,-3.75,-7.32,8.05,,,,,,,,5390000
4400,I,0.1034,-0.1191,0.9818,-3.74,-7.34,8.22,,,,,,,,5400000
4410,I,0.1025,-0.1196,0.9811,-3.72,-7.36,8.39,,,,,,,,5410000
4420,I,0.1017,-0.1200,0.9804,-3.70,-7.38,8.55,,,,,,,,5420000
4430,I,0.1007,-0.1204,0.9796,-3.69,-7.40,8.70,,,,,,,,5430000
4440,G,,,,,,,12.9717599,77.5941845,,34.9,9,,1710000004440,
4440,I,0.0997,-0.1209,0.9789,-3.67,-7.42,8.85,,,,,,,,5440000
4450,I,0.0987,-0.1213,0.9782,-3.65,-7.44,8.98,,,,,,,,5450000
4460,I,0.0975,-0.1218,0.9775,-3.63,-7.46,9.11,,,,,,,,5460000
4470,I,0.0963,-0.1223,0.9768,-3.61,-7.47,9.23,,,,,,,,5470000
4480,I,0.0951,-0.1228,0.9761,-3.59,-7.49,9.33,,,,,,,,5480000
4490,I,0.0938,-0.1234,0.9754,-3.57,-7.51,9.42,,,,,,,,5490000
4500,I,0.0924,-0.1239,0.9747,-3.55,-7.53,9.50,,,,,,,,5500000
4510,I,0.0910,-0.1245,0.9740,-3.53,-7.54,9.56,,,,,,,,5510000
4520,I,0.0895,-0.1250,0.9733,-3.51,-7.56,9.61,,,,,,,,5520000
4530,I,0.0880,-0.1256,0.9726,-3.48,-7.57,9.65,,,,,,,,5530000
4540,I,0.0865,-0.1262,0.9719,-3.46,-7.59,9.67,,,,,,,,5540000
4550,I,0.0849,-0.1269,0.9712,-3.44,-7.61,9.67,,,,,,,,5550000
4560,G,,,,,,,12.9717554,77.5941438,,33.0,9,,1710000004560,
4560,I,0.0833,-0.1275,0.9705,-3.41,-7.62,9.66,,,,,,,,5560000
4570,I,0.0816,-0.1282,0.9698,-3.39,-7.64,9.64,,,,,,,,5570000
4580,I,0.0799,-0.1289,0.9691,-3.36,-7.65,9.60,,,,,,,,5580000
4590,I,0.0782,-0.1296,0.9685,-3.34,-7.67,9.54,,,,,,,,5590000
4600,I,0.0764,-0.1303,0.9678,-3.31,-7.68,9.48,,,,,,,,5600000
4610,I,0.0747,-0.1310,0.9671,-3.29,-7.69,9.40,,,,,,,,5610000
4620,I,0.0729,-0.1318,0.9664,-3.26,-7.71,9.31,,,,,,,,5620000
4630,I,0.0710,-0.1326,0.9658,-3.23,-7.72,9.20,,,,,,,,5630000
4640,I,0.0692,-0.1334,0.9651,-3.21,-7.73,9.09,,,,,,,,5640000
4650,I,0.0674,-0.1342,0.9644,-3.18,-7.75,8.97,,,,,,,,5650000
4660,I,0.0655,-0.1350,0.9638,-3.15,-7.76,8.83,,,,,,,,5660000
4670,I,0.0636,-0.1359,0.9631,-3.12,-7.77,8.70,,,,,,,,5670000
4680,G,,,,,,,12.9717439,77.5941083,,31.1,9,,1710000004680,
4680,I,0.0618,-0.1368,0.9625,-3.09,-7.78,8.55,,,,,,,,5680000
4690,I,0.0599,-0.1377,0.9619,-3.06,-7.79,8.40,,,,,,,,5690000
4700,I,0.0580,-0.1386,0.9612,-3.03,-7.80,8.25,,,,,,,,5700000
4710,I,0.0561,-0.1396,0.9606,-3.00,-7.81,8.09,,,,,,,,5710000
4720,I,0.0543,-0.1405,0.9600,-2.97,-7.83,7.93,,,,,,,,5720000
4730,I,0.0524,-0.1415,0.9594,-2.94,-7.84,7.76,,,,,,,,5730000
4740,I,0.0506,-0.1425,0.9588,-2.91,-7.85,7.60,,,,,,,,5740000
4750,I,0.0487,-0.1435,0.9582,-2.88,-7.85,7.43,,,,,,,,5750000
4760,I,0.0469,-0.1446,0.9576,-2.85,-7.86,7.27,,,,,,,,5760000
4770,I,0.0451,-0.1457,0.9570,-2.81,-7.87,7.11,,,,,,,,5770000
4780,I,0.0433,-0.1467,0.9564,-2.78,-7.88,6.94,,,,,,,,5780000
4790,I,0.0416,-0.1479,0.9559,-2.75,-7.89,6.78,,,,,,,,5790000
4800,G,,,,,,,12.9717258,77.5940784,,29.5,9,,1710000004800,
4800,I,0.0398,-0.1490,0.9553,-2.71,-7.90,6.62,,,,,,,,5800000
4810,I,0.0381,-0.1501,0.9547,-2.68,-7.91,6.47,,,,,,,,5810000
4820,I,0.0364,-0.1513,0.9542,-2.64,-7.91,6.32,,,,,,,,5820000
4830,I,0.0348,-0.1525,0.9537,-2.61,-7.92,6.17,,,,,,,,5830000
4840,I,0.0331,-0.1537,0.9531,-2.57,-7.93,6.02,,,,,,,,5840000
4850,I,0.0316,-0.1549,0.9526,-2.54,-7.93,5.88,,,,,,,,5850000
4860,I,0.0300,-0.1561,0.9521,-2.50,-7.94,5.74,,,,,,,,5860000
4870,I,0.0285,-0.1574,0.9516,-2.47,-7.95,5.60,,,,,,,,5870000
4880,I,0.0270,-0.1586,0.9511,-2.43,-7.95,5.47,,,,,,,,5880000
4890,I,0.0255,-0.1599,0.9506,-2.39,-7.96,5.35,,,,,,,,5890000
4900,I,0.0241,-0.1612,0.9501,-2.36,-7.96,5.22,,,,,,,,5900000
4910,I,0.0228,-0.1625,0.9497,-2.32,-7.97,5.10,,,,,,,,5910000
4920,G,,,,,,,12.9717021,77.5940544,,28.1,9,,1710000004920,
4920,I,0.0214,-0.1639,0.9492,-2.28,-7.97,4.99,,,,,,,,5920000
4930,I,0.0202,-0.1652,0.9488,-2.24,-7.98,4.88,,,,,,,,5930000
4940,I,0.0189,-0.1666,0.9483,-2.21,-7.98,4.77,,,,,,,,5940000
4950,I,0.0177,-0.1680,0.9479,-2.17,-7.98,4.67,,,,,,,,5950000
4960,I,0.0166,-0.1693,0.9475,-2.13,-7.99,4.57,,,,,,,,5960000
4970,I,0.0155,-0.1707,0.9471,-2.09,-7.99,4.47,,,,,,,,5970000
4980,I,0.0144,-0.1721,0.9467,-2.05,-7.99,4.38,,,,,,,,5980000
4990,I,0.0134,-0.1736,0.9463,-2.01,-7.99,4.29,,,,,,,,5990000
5000,I,0.0124,-0.1750,0.9459,-1.97,-7.99,4.21,,,,,,,,6000000
5010,I,0.0115,-0.1764,0.9455,-1.93,-8.00,4.13,,,,,,,,6010000
5020,I,0.0106,-0.1779,0.9452,-1.89,-8.00,4.05,,,,,,,,6020000
5030,I,0.0097,-0.1793,0.9448,-1.85,-8.00,3.98,,,,,,,,6030000
5040,G,,,,,,,12.9716738,77.5940366,,27.0,9,,1710000005040,
5040,I,0.0089,-0.1808,0.9445,-1.81,-8.00,3.91,,,,,,,,6040000
5050,I,0.0082,-0.1823,0.9442,-1.77,-8.00,3.84,,,,,,,,6050000
5060,I,0.0075,-0.1837,0.9439,-1.72,-8.00,3.78,,,,,,,,6060000
5070,I,0.0068,-0.1852,0.9436,-1.68,-8.00,3.72,,,,,,,,6070000
5080,I,0.0062,-0.1867,0.9433,-1.64,-8.00,3.66,,,,,,,,6080000
5090,I,0.0056,-0.1882,0.9430,-1.60,-8.00,3.61,,,,,,,,6090000
5100,I,0.0051,-0.1897,0.9427,-1.56,-8.00,3.55,,,,,,,,6100000
5110,I,0.0045,-0.1912,0.9425,-1.51,-8.00,3.50,,,,,,,,6110000
5120,I,0.0041,-0.1927,0.9423,-1.47,-7.99,3.46,,,,,,,,6120000
5130,I,0.0036,-0.1941,0.9420,-1.43,-7.99,3.42,,,,,,,,6130000
5140,I,0.0032,-0.1956,0.9418,-1.38,-7.99,3.37,,,,,,,,6140000
5150,I,0.0029,-0.1971,0.9416,-1.34,-7.99,3.34,,,,,,,,6150000
5160,G,,,,,,,12.9716421,77.5940251,,26.3,9,,1710000005160,
5160,I,0.0025,-0.1986,0.9414,-1.30,-7.98,3.30,,,,,,,,6160000
5170,I,0.0022,-0.2001,0.9412,-1.25,-7.98,3.27,,,,,,,,6170000
5180,I,0.0019,-0.2016,0.9411,-1.21,-7.98,3.24,,,,,,,,6180000
5190,I,0.0017,-0.2030,0.9409,-1.16,-7.97,3.21,,,,,,,,6190000
5200,I,0.0015,-0.2045,0.9408,-1.12,-7.97,3.18,,,,,,,,6200000
5210,I,0.0012,-0.2060,0.9406,-1.08,-7.96,3.16,,,,,,,,6210000
5220,I,0.0011,-0.2074,0.9405,-1.03,-7.96,3.14,,,,,,,,6220000
5230,I,0.0009,-0.2089,0.9404,-0.99,-7.95,3.12,,,,,,,,6230000
5240,I,0.0007,-0.2103,0.9403,-0.94,-7.95,3.10,,,,,,,,6240000
5250,I,0.0006,-0.2117,0.9402,-0.90,-7.94,3.09,,,,,,,,6250000
5260,I,0.0005,-0.2131,0.9402,-0.85,-7.94,3.08,,,,,,,,6260000
5270,I,0.0004,-0.2145,0.9401,-0.81,-7.93,3.07,,,,,,,,6270000
5280,G,,,,,,,12.9716085,77.5940202,,26.0,9,,1710000005280,
5280,I,0.0003,-0.2159,0.9401,-0.76,-7.92,3.06,,,,,,,,6280000
5290,I,0.0002,-0.2173,0.9400,-0.72,-7.92,3.06,,,,,,,,6290000
5300,I,0.0001,-0.2187,0.9400,-0.67,-7.91,3.05,,,,,,,,6300000
5310,I,-0.0000,-0.2200,0.9400,-0.63,-7.90,3.05,,,,,,,,6310000
5320,I,-0.0001,-0.2213,0.9400,-0.58,-7.89,3.05,,,,,,,,6320000
5330,I,-0.0002,-0.2226,0.9400,-0.53,-7.89,3.06,,,,,,,,6330000
5340,I,-0.0003,-0.2239,0.9401,-0.49,-7.88,3.06,,,,,,,,6340000
5350,I,-0.0004,-0.2252,0.9401,-0.44,-7.87,3.07,,,,,,,,6350000
5360,I,-0.0005,-0.2264,0.9402,-0.40,-7.86,3.08,,,,,,,,6360000
5370,I,-0.0006,-0.2276,0.9402,-0.35,-7.85,3.09,,,,,,,,6370000
5380,I,-0.0007,-0.2288,0.9403,-0.30,-7.84,3.10,,,,,,,,6380000
5390,I,-0.0009,-0.2300,0.9404,-0.26,-7.83,3.12,,,,,,,,6390000
5400,G,,,,,,,12.9715745,77.5940218,,26.1,9,,1710000005400,
5400,I,-0.0011,-0.2312,0.9405,-0.21,-7.82,3.14,,,,,,,,6400000
5410,I,-0.0012,-0.2323,0.9406,-0.17,-7.81,3.16,,,,,,,,6410000
5420,I,-0.0015,-0.2334,0.9408,-0.12,-7.80,3.18,,,,,,,,6420000
5430,I,-0.0017,-0.2345,0.9409,-0.07,-7.79,3.21,,,,,,,,6430000
5440,I,-0.0019,-0.2355,0.9411,-0.03,-7.77,3.24,,,,,,,,6440000
5450,I,-0.0022,-0.2365,0.9412,0.02,-7.76,3.27,,,,,,,,6450000
5460,I,-0.0025,-0.2375,0.9414,0.06,-7.75,3.30,,,,,,,,6460000
5470,I,-0.0029,-0.2384,0.9416,0.11,-7.74,3.34,,,,,,,,6470000
5480,I,-0.0032,-0.2394,0.9418,0.16,-7.73,3.37,,,,,,,,6480000
5490,I,-0.0036,-0.2403,0.9420,0.20,-7.71,3.42,,,,,,,,6490000
5500,I,-0.0041,-0.2411,0.9423,0.25,-7.70,3.46,,,,,,,,6500000
5510,I,-0.0045,-0.2419,0.9425,0.29,-7.69,3.50,,,,,,,,6510000
5520,G,,,,,,,12.9715417,77.5940300,,26.6,9,,1710000005520,
5520,I,-0.0051,-0.2427,0.9427,0.34,-7.67,3.55,,,,,,,,6520000
5530,I,-0.0056,-0.2435,0.9430,0.39,-7.66,3.61,,,,,,,,6530000
5540,I,-0.0062,-0.2442,0.9433,0.43,-7.64,3.66,,,,,,,,6540000
5550,I,-0.0068,-0.2448,0.9436,0.48,-7.63,3.72,,,,,,,,6550000
5560,I,-0.0075,-0.2455,0.9439,0.52,-7.61,3.78,,,,,,,,6560000
5570,I,-0.0082,-0.2461,0.9442,0.57,-7.60,3.84,,,,,,,,6570000
5580,I,-0.0089,-0.2466,0.9445,0.62,-7.58,3.91,,,,,,,,6580000
5590,I,-0.0097,-0.2472,0.9448,0.66,-7.57,3.98,,,,,,,,6590000
5600,I,-0.0106,-0.2476,0.9452,0.71,-7.55,4.05,,,,,,,,6600000
5610,I,-0.0115,-0.2481,0.9455,0.75,-7.53,4.13,,,,,,,,6610000
5620,I,-0.0124,-0.2485,0.9459,0.80,-7.52,4.21,,,,,,,,6620000
5630,I,-0.0134,-0.2488,0.9463,0.84,-7.50,4.29,,,,,,,,6630000
5640,G,,,,,,,12.9715116,77.5940447,,27.5,9,,1710000005640,
5640,I,-0.0144,-0.2491,0.9467,0.89,-7.48,4.38,,,,,,,,6640000
